Provincia,Población,Latitud,Longitud
Soria,Caltojar,41.40254,-2.764143
Soria,Cañamaque,41.445,-2.236295
Soria,Candilichera,41.70433,-2.301476
Soria,Carabantes,41.5517,-2.001163
Soria,Caracena,41.3833,-3.091343
Soria,Carrascosa de Abajo,41.42324,-3.090263
Soria,Carrascosa de la Sierra,41.89554,-2.28056
Soria,Casarejos,41.79644,-3.032538
Soria,Castilfrío de la Sierra,41.91998,-2.305577
Soria,Castillejo de Robledo,41.56111,-3.494669
Soria,Castilruiz,41.87681,-2.059147
Soria,Centenera de Andaluz,41.50687,-2.71833
Soria,Cerbón,41.92931,-2.169622
Soria,Cidones,41.81461,-2.640114
Soria,Cigudosa,41.93505,-2.055447
Soria,Cihuela,41.40725,-1.99981
Soria,Ciria,41.61886,-1.965891
Soria,Cirujales del Río,41.86694,-2.325954
Soria,Coscurita,41.43481,-2.475592
Soria,Covaleda,41.93584,-2.884975
Soria,Cubilla,41.74883,-2.938876
Soria,Cubo de la Solana,41.60253,-2.420941
Soria,Cueva de Ágreda,41.76356,-1.88755
Soria,Dévanos,41.90224,-1.945479
Soria,Deza,41.46352,-2.022246
Soria,Duruelo de la Sierra,41.95428,-2.932089
Soria,Escobosa de Almazán,41.48692,-2.371206
Soria,Espeja de San Marcelino,41.80276,-3.22209
Soria,Espejón,41.83094,-3.259629
Soria,Estepa de San Juan,41.92665,-2.333617
Soria,Frechilla de Almazán,41.42592,-2.515668
Soria,Fresno de Caracena,41.45257,-3.091199
Soria,Fuentearmegil,41.71469,-3.182951
Soria,Fuentecambrón,41.50551,-3.328088
Soria,Fuentecantos,41.84877,-2.428108
Soria,Fuentelmonge,41.42037,-2.186185
Soria,Fuentelsaz de Soria,41.86476,-2.415506
Soria,Fuentepinilla,41.56748,-2.763092
Soria,Fuentes de Magaña,41.93504,-2.180229
Soria,Fuentestrún,41.87467,-2.081859
Soria,Garray,41.8151,-2.446957
Soria,Golmayo,41.76519,-2.524221
Soria,Gómara,41.6233,-2.225688
Soria,Gormaz,41.49263,-3.004386
Soria,Herrera de Soria,41.7629,-3.012353
Soria,Hinojosa del Campo,41.73899,-2.098851
Soria,Langa de Duero,41.6101,-3.401597
Soria,Liceras,41.37885,-3.243724
Soria,Losilla (La),41.87247,-2.278706
Soria,Magaña,41.89968,-2.161685
Soria,Maján,41.46891,-2.303282
Soria,Matalebreras,41.84061,-2.046679
Soria,Matamala de Almazán,41.50644,-2.640236
Soria,Medinaceli,41.17257,-2.433086
Soria,Miño de Medinaceli,41.18982,-2.518145
Soria,Miño de San Esteban,41.536,-3.345308
Soria,Molinos de Duero,41.88531,-2.787729
Soria,Momblona,41.4441,-2.346566
Soria,Monteagudo de las Vicarías,41.36525,-2.16931
Soria,Montejo de Tiermes,41.36852,-3.198695
Soria,Montenegro de Cameros,42.08982,-2.753905
Soria,Morón de Almazán,41.41478,-2.413052
Soria,Muriel de la Fuente,41.72466,-2.860322
Soria,Muriel Viejo,41.78269,-2.915418
Soria,Nafría de Ucero,41.72269,-3.094858
Soria,Narros,41.84862,-2.294553
Soria,Navaleno,41.83872,-3.00545
Soria,Nepas,41.52644,-2.399912
Soria,Nolay,41.527,-2.351627
Soria,Noviercas,41.71159,-2.034963
Soria,Ólvega,41.77938,-1.985618
Soria,Oncala,41.97038,-2.314437
Soria,Pinilla del Campo,41.71715,-2.083476
Soria,Portillo de Soria,41.63532,-2.121212
Soria,Póveda de Soria (La),42.01227,-2.504583
Soria,Pozalmuro,41.77471,-2.102212
Soria,Quiñonería,41.53778,-2.057213
Soria,Quintana Redonda,41.64019,-2.615314
Soria,Quintanas de Gormaz,41.50817,-2.975464
Soria,Rábanos (Los),41.71728,-2.475944
Soria,Rebollar,41.91376,-2.50513
Soria,Recuerda,41.47538,-2.994755
Soria,Rello,41.33287,-2.749762
Soria,Renieblas,41.81995,-2.372343
Soria,Retortillo de Soria,41.31117,-2.980882
Soria,Reznos,41.59136,-2.027072
Soria,Riba de Escalote (La),41.35175,-2.79705
Soria,Rioseco de Soria,41.64209,-2.841026
Soria,Rollamienta,41.92616,-2.531147
Soria,Royo (El),41.9084,-2.644564
Soria,Salduero,41.89009,-2.7993
Soria,San Esteban de Gormaz,41.57364,-3.205283
Soria,San Felices,41.93699,-2.027122
Soria,San Leonardo de Yagüe,41.82905,-3.066409
Soria,San Pedro Manrique,42.03022,-2.230739
Soria,Santa Cruz de Yanguas,42.06273,-2.448011
Soria,Santa María de Huerta,41.26341,-2.17574
Soria,Santa María de las Hoyas,41.77137,-3.14257
Soria,Serón de Nágima,41.49571,-2.201593
Soria,Soliedra,41.46981,-2.382168
Soria,Soria,41.7636,-2.464921
Soria,Sotillo del Rincón,41.93196,-2.602456
Soria,Suellacabras,41.85268,-2.223493
Soria,Tajahuerce,41.74019,-2.150867
Soria,Tajueco,41.53656,-2.849125
Soria,Talveila,41.7841,-2.966848
Soria,Tardelcuende,41.59547,-2.644528
Soria,Taroda,41.34843,-2.43388
Soria,Tejado,41.58828,-2.267788
Soria,Torlengua,41.45383,-2.163035
Soria,Torreblacos,41.66937,-2.87743
Soria,Torrubia de Soria,41.63026,-2.091279
Soria,Trévago,41.87391,-2.102242
Soria,Ucero,41.71712,-3.051048
Soria,Vadillo,41.79133,-3.00797
Soria,Valdeavellano de Tera,41.94262,-2.575202
Soria,Valdegeña,41.81672,-2.173599
Soria,Valdelagua del Cerro,41.8878,-2.11655
Soria,Valdemaluque,41.67344,-3.045409
Soria,Valdenebro,41.57103,-2.964019
Soria,Valdeprado,41.93788,-2.108309
Soria,Valderrodilla,41.56382,-2.808402
Soria,Valtajeros,41.93824,-2.221633
Soria,Velamazán,41.45012,-2.698464
Soria,Velilla de la Sierra,41.80911,-2.401653
Soria,Velilla de los Ajos,41.4906,-2.254761
Soria,Viana de Duero,41.53361,-2.460615
Soria,Villaciervos,41.76205,-2.626606
Soria,Villanueva de Gormaz,41.46755,-3.062313
Soria,Villar del Ala,41.91628,-2.566284
Soria,Villar del Campo,41.7889,-2.149196
Soria,Villar del Río,42.07545,-2.35151
Soria,Villares de Soria (Los),41.86448,-2.355851
Soria,Villasayas,41.35274,-2.610573
Soria,Villaseca de Arciel,41.62463,-2.161059
Soria,Vinuesa,41.91164,-2.762882
Soria,Vizmanos,42.02388,-2.407695
Soria,Vozmediano,41.83922,-1.855912
Soria,Yanguas,42.10143,-2.339636
Soria,Yelo,41.21052,-2.527779
Valladolid,Adalia,41.64888,-5.121545
Valladolid,Aguasal,41.27509,-4.652815
Valladolid,Aguilar de Campos,41.98422,-5.179518
Valladolid,Alaejos,41.30723,-5.217235
Valladolid,Alcazarén,41.36967,-4.672615
Valladolid,Aldea de San Miguel,41.45976,-4.614833
Valladolid,Aldeamayor de San Martín,41.51191,-4.640789
Valladolid,Almenara de Adaja,41.21382,-4.67709
Valladolid,Amusquillo,41.74875,-4.301386
Valladolid,Arroyo de la Encomienda,41.60952,-4.796458
Valladolid,Ataquines,41.18281,-4.802578
Valladolid,Bahabón,41.48133,-4.281538
Valladolid,Barcial de la Loma,41.95028,-5.284598
Valladolid,Barruelo del Valle,41.67421,-5.069644
Valladolid,Becilla de Valderaduey,42.09895,-5.219741
Valladolid,Benafarces,41.62082,-5.292621
Valladolid,Bercero,41.56435,-5.055943
Valladolid,Berceruelo,41.57958,-5.03342
Valladolid,Berrueces,41.94557,-5.097033
Valladolid,Bobadilla del Campo,41.20448,-5.021404
Valladolid,Bocigas,41.22874,-4.681275
Valladolid,Bocos de Duero,41.62429,-4.067605
Valladolid,Boecillo,41.5409,-4.699863
Valladolid,Bolaños de Campos,42.00658,-5.284452
Valladolid,Brahojos de Medina,41.23122,-5.043207
Valladolid,Bustillo de Chaves,42.13102,-5.091348
Valladolid,Cabezón de Pisuerga,41.73401,-4.645665
Valladolid,Cabezón de Valderaduey,42.16748,-5.15879
Valladolid,Cabreros del Monte,41.84864,-5.269816
Valladolid,Campaspero,41.49291,-4.199188
Valladolid,Campillo (El),41.25804,-5.014209
Valladolid,Camporredondo,41.47388,-4.504695
Valladolid,Canalejas de Peñafiel,41.52468,-4.115096
Valladolid,Canillas de Esgueva,41.7551,-4.124552
Valladolid,Carpio,41.21339,-5.11081
Valladolid,Casasola de Arión,41.57777,-5.240637
Valladolid,Castrejón de Trabancos,41.25175,-5.170398
Valladolid,Castrillo-Tejeriego,41.70313,-4.37122
Valladolid,Castrillo de Duero,41.57559,-4.014312
Valladolid,Castrobol,42.13713,-5.31488
Valladolid,Castrodeza,41.64812,-4.960594
Valladolid,Castromembibre,41.67348,-5.305367
Valladolid,Castromonte,41.77369,-5.040992
Valladolid,Castronuevo de Esgueva,41.68159,-4.588347
Valladolid,Castronuño,41.38883,-5.260547
Valladolid,Castroponce,42.12659,-5.182605
Valladolid,Castroverde de Cerrato,41.75579,-4.221106
Valladolid,Ceinos de Campos,42.03264,-5.149274
Valladolid,Cervillego de la Cruz,41.18686,-4.949173
Valladolid,Cigales,41.75821,-4.699579
Valladolid,Ciguñuela,41.64066,-4.857165
Valladolid,Cistérniga,41.61322,-4.689145
Valladolid,Cogeces de Íscar,41.4059,-4.544879
Valladolid,Cogeces del Monte,41.51111,-4.316231
Valladolid,Corcos,41.8103,-4.693007
Valladolid,Corrales de Duero,41.67221,-4.047909
Valladolid,Cubillas de Santa Marta,41.8319,-4.61599
Valladolid,Cuenca de Campos,42.05845,-5.055309
Valladolid,Curiel de Duero,41.63913,-4.099914
Valladolid,Encinas de Esgueva,41.75776,-4.102208
Valladolid,Esguevillas de Esgueva,41.75099,-4.379343
Valladolid,Fombellida,41.7668,-4.184987
Valladolid,Fompedraza,41.53621,-4.145766
Valladolid,Fontihoyuelo,42.16209,-5.05728
Valladolid,Fresno el Viejo,41.19566,-5.145677
Valladolid,Fuensaldaña,41.70668,-4.764007
Valladolid,Fuente-Olmedo,41.24357,-4.647348
Valladolid,Fuente el Sol,41.17568,-4.93534
Valladolid,Gallegos de Hornija,41.60977,-5.098537
Valladolid,Gatón de Campos,42.04918,-4.980626
Valladolid,Geria,41.57863,-4.87641
Valladolid,Herrín de Campos,42.12391,-4.952713
Valladolid,Hornillos de Eresma,41.36749,-4.717906
Valladolid,Íscar,41.36171,-4.535896
Valladolid,Laguna de Duero,41.58331,-4.721731
Valladolid,Langayo,41.56949,-4.197915
Valladolid,Llano de Olmedo,41.2671,-4.61457
Valladolid,Lomoviejo,41.1489,-4.917227
Valladolid,Manzanillo,41.58631,-4.18839
Valladolid,Marzales,41.58697,-5.133875
Valladolid,Matapozuelos,41.41465,-4.79148
Valladolid,Matilla de los Caños,41.54636,-4.969812
Valladolid,Mayorga,42.16557,-5.265478
Valladolid,Medina de Rioseco,41.88319,-5.04281
Valladolid,Medina del Campo,41.30819,-4.921706
Valladolid,Megeces,41.40743,-4.566763
Valladolid,Melgar de Abajo,42.24331,-5.142038
Valladolid,Melgar de Arriba,42.26829,-5.097692
Valladolid,Mojados,41.43191,-4.66421
Valladolid,Monasterio de Vega,42.23006,-5.180848
Valladolid,Montealegre de Campos,41.90254,-4.899598
Valladolid,Montemayor de Pililla,41.5081,-4.453449
Valladolid,Moral de la Reina,41.98571,-5.073148
Valladolid,Moraleja de las Panaderas,41.27649,-4.82498
Valladolid,Morales de Campos,41.85982,-5.172205
Valladolid,Mota del Marqués,41.63143,-5.175766
Valladolid,Mucientes,41.74359,-4.762154
Valladolid,Mudarra (La),41.78017,-4.944046
Valladolid,Muriel,41.1224,-4.842773
Valladolid,Nava del Rey,41.33257,-5.079111
Valladolid,Nueva Villa de las Torres,41.26737,-5.055866
Valladolid,Olivares de Duero,41.63832,-4.364395
Valladolid,Olmedo,41.28892,-4.683382
Valladolid,Olmos de Esgueva,41.68826,-4.521373
Valladolid,Olmos de Peñafiel,41.57186,-4.042383
Valladolid,Palazuelo de Vedija,41.9293,-5.145377
Valladolid,Parrilla (La),41.53615,-4.530541
Valladolid,Pedraja de Portillo (La),41.47289,-4.643072
Valladolid,Pedrajas de San Esteban,41.33928,-4.580059
Valladolid,Pedrosa del Rey,41.55623,-5.206253
Valladolid,Peñafiel,41.59464,-4.118107
Valladolid,Peñaflor de Hornija,41.71133,-4.982425
Valladolid,Pesquera de Duero,41.64265,-4.157403
Valladolid,Piña de Esgueva,41.72896,-4.427324
Valladolid,Piñel de Abajo,41.67442,-4.147386
Valladolid,Piñel de Arriba,41.69944,-4.127923
Valladolid,Pollos,41.44472,-5.127767
Valladolid,Portillo,41.47901,-4.588226
Valladolid,Pozal de Gallinas,41.3185,-4.836321
Valladolid,Pozaldez,41.37178,-4.842025
Valladolid,Pozuelo de la Orden,41.82155,-5.25949
Valladolid,Puras,41.18361,-4.649365
Valladolid,Quintanilla de Arriba,41.62019,-4.215496
Valladolid,Quintanilla de Onésimo,41.62392,-4.363746
Valladolid,Quintanilla de Trigueros,41.85495,-4.659084
Valladolid,Quintanilla del Molar,41.98919,-5.448556
Valladolid,Rábano,41.53273,-4.060755
Valladolid,Ramiro,41.22869,-4.786329
Valladolid,Renedo de Esgueva,41.65422,-4.627491
Valladolid,Roales de Campos,42.03042,-5.47572
Valladolid,Robladillo,41.60846,-4.909862
Valladolid,Roturas,41.66783,-4.11888
Valladolid,Rubí de Bracamonte,41.2146,-4.924096
Valladolid,Rueda,41.41413,-4.957104
Valladolid,Saelices de Mayorga,42.2113,-5.206796
Valladolid,Salvador de Zapardiel,41.11658,-4.87457
Valladolid,San Cebrián de Mazote,41.68003,-5.150565
Valladolid,San Llorente,41.68693,-4.064864
Valladolid,San Martín de Valvení,41.75298,-4.566612
Valladolid,San Miguel del Arroyo,41.4424,-4.457754
Valladolid,San Miguel del Pino,41.50928,-4.911283
Valladolid,San Pablo de la Moraleja,41.1605,-4.777665
Valladolid,San Pedro de Latarce,41.73582,-5.325758
Valladolid,San Pelayo,41.67999,-5.033651
Valladolid,San Román de Hornija,41.48179,-5.282981
Valladolid,San Salvador,41.61988,-5.086821
Valladolid,San Vicente del Palacio,41.21934,-4.851441
Valladolid,Santa Eufemia del Arroyo,41.89495,-5.266917
Valladolid,Santervás de Campos,42.21807,-5.101006
Valladolid,Santibáñez de Valcorba,41.57038,-4.447528
Valladolid,Santovenia de Pisuerga,41.69658,-4.688344
Valladolid,Sardón de Duero,41.60773,-4.43022
Valladolid,Seca (La),41.41461,-4.907119
Valladolid,Serrada,41.4593,-4.861142
Valladolid,Siete Iglesias de Trabancos,41.35193,-5.184703
Valladolid,Simancas,41.59023,-4.826713
Valladolid,Tamariz de Campos,41.97712,-5.023392
Valladolid,Tiedra,41.65174,-5.267083
Valladolid,Tordehumos,41.81499,-5.161331
Valladolid,Tordesillas,41.50165,-4.999127
Valladolid,Torre de Esgueva,41.76805,-4.199917
Valladolid,Torre de Peñafiel,41.53635,-4.088619
Valladolid,Torrecilla de la Abadesa,41.48503,-5.089311
Valladolid,Torrecilla de la Orden,41.21923,-5.224626
Valladolid,Torrecilla de la Torre,41.66607,-5.04868
Valladolid,Torrelobatón,41.64796,-5.025541
Valladolid,Torrescárcela,41.48461,-4.318077
Valladolid,Traspinedo,41.57597,-4.472253
Valladolid,Trigueros del Valle,41.83005,-4.650744
Valladolid,Tudela de Duero,41.58638,-4.581106
Valladolid,Unión de Campos (La),42.07698,-5.325425
Valladolid,Urones de Castroponce,42.09862,-5.28183
Valladolid,Urueña,41.72711,-5.203532
Valladolid,Valbuena de Duero,41.64257,-4.291222
Valladolid,Valdearcos de la Vega,41.6428,-4.047462
Valladolid,Valdenebro de los Valles,41.85567,-4.969822
Valladolid,Valdestillas,41.47604,-4.770289
Valladolid,Valdunquillo,42.04168,-5.315187
Valladolid,Valladolid,41.65295,-4.728388
Valladolid,Valoria la Buena,41.79931,-4.53069
Valladolid,Valverde de Campos,41.83491,-5.037402
Valladolid,Vega de Ruiponce,42.18827,-5.114545
Valladolid,Vega de Valdetronco,41.59465,-5.113495
Valladolid,Velascálvaro,41.23012,-4.972027
Valladolid,Velilla,41.55871,-5.004748
Valladolid,Velliza,41.57899,-4.94632
Valladolid,Ventosa de la Cuesta,41.41161,-4.827693
Valladolid,Viana de Cega,41.52876,-4.752031
Valladolid,Villabáñez,41.63094,-4.520939
Valladolid,Villabaruz de Campos,42.01052,-4.996163
Valladolid,Villabrágima,41.82352,-5.11295
Valladolid,Villacarralón,42.18966,-5.044178
Valladolid,Villacid de Campos,42.08236,-5.124511
Valladolid,Villaco,41.74004,-4.269073
Valladolid,Villafrades de Campos,42.07774,-4.97097
Valladolid,Villafranca de Duero,41.43247,-5.302143
Valladolid,Villafrechós,41.89216,-5.218182
Valladolid,Villafuerte,41.73453,-4.323468
Valladolid,Villagarcía de Campos,41.78133,-5.193034
Valladolid,Villagómez la Nueva,42.15588,-5.142063
Valladolid,Villalán de Campos,42.0142,-5.236223
Valladolid,Villalar de los Comuneros,41.55013,-5.137988
Valladolid,Villalba de la Loma,42.17392,-5.19063
Valladolid,Villalba de los Alcores,41.86347,-4.860106
Valladolid,Villalbarba,41.60315,-5.213946
Valladolid,Villalón de Campos,42.09926,-5.033988
Valladolid,Villamuriel de Campos,41.94611,-5.207434
Valladolid,Villán de Tordesillas,41.59267,-4.922626
Valladolid,Villanubla,41.69872,-4.841893
Valladolid,Villanueva de Duero,41.51768,-4.868396
Valladolid,Villanueva de la Condesa,42.1483,-5.095984
Valladolid,Villanueva de los Caballeros,41.7588,-5.246779
Valladolid,Villanueva de los Infantes,41.70337,-4.483085
Valladolid,Villanueva de San Mancio,41.92846,-5.012552
Valladolid,Villardefrades,41.72253,-5.255296
Valladolid,Villarmentero de Esgueva,41.68486,-4.546052
Valladolid,Villasexmir,41.63921,-5.065523
Valladolid,Villavaquerín,41.66353,-4.461882
Valladolid,Villavellid,41.69168,-5.276934
Valladolid,Villaverde de Medina,41.30785,-5.025022
Valladolid,Villavicencio de los Caballeros,42.05785,-5.23492
Valladolid,Viloria,41.4459,-4.385375
Valladolid,Wamba,41.67567,-4.916654
Valladolid,Zaratán,41.661,-4.78407
Valladolid,Zarza (La),41.26155,-4.770861
Zamora,Abezames,41.62556,-5.42627
Zamora,Alcañices,41.69968,-6.347962
Zamora,Alcubilla de Nogales,42.12698,-5.922181
Zamora,Alfaraz de Sayago,41.22837,-5.984178
Zamora,Algodre,41.56566,-5.604549
Zamora,Almaraz de Duero,41.47585,-5.916526
Zamora,Almeida de Sayago,41.26749,-6.075056
Zamora,Andavías,41.59714,-5.861349
Zamora,Arcenillas,41.45603,-5.685144
Zamora,Arcos de la Polvorosa,41.94452,-5.697485
Zamora,Argañín,41.43971,-6.210151
Zamora,Argujillo,41.31175,-5.587892
Zamora,Arquillinos,41.7089,-5.65604
Zamora,Arrabalde,42.10757,-5.89513
Zamora,Aspariegos,41.67374,-5.598475
Zamora,Asturianos,42.0513,-6.488429
Zamora,Ayoó de Vidriales,42.12857,-6.066718
Zamora,Barcial del Barco,41.9342,-5.664173
Zamora,Belver de los Montes,41.72264,-5.450851
Zamora,Benavente,42.00302,-5.67408
Zamora,Benegiles,41.62679,-5.63523
Zamora,Bermillo de Sayago,41.36691,-6.112085
Zamora,Bóveda de Toro (La),41.34445,-5.410796
Zamora,Bretó,41.88187,-5.738333
Zamora,Bretocino,41.88337,-5.75509
Zamora,Brime de Sog,42.06126,-6.047415
Zamora,Brime de Urz,42.03791,-5.873266
Zamora,Burganes de Valverde,41.92078,-5.781086
Zamora,Bustillo del Oro,41.67456,-5.461473
Zamora,Cabañas de Sayago,41.33308,-5.790706
Zamora,Calzadilla de Tera,41.98003,-6.082464
Zamora,Camarzana de Tera,41.99437,-6.029578
Zamora,Cañizal,41.16766,-5.368752
Zamora,Cañizo,41.7682,-5.503342
Zamora,Carbajales de Alba,41.6543,-5.996867
Zamora,Carbellino,41.23024,-6.147641
Zamora,Casaseca de Campeán,41.374,-5.745715
Zamora,Casaseca de las Chanas,41.43753,-5.675618
Zamora,Castrillo de la Guareña,41.22996,-5.326252
Zamora,Castrogonzalo,41.99119,-5.60379
Zamora,Castronuevo,41.72164,-5.543403
Zamora,Castroverde de Campos,41.96999,-5.315088
Zamora,Cazurra,41.41532,-5.70374
Zamora,Cerecinos de Campos,41.90046,-5.486743
Zamora,Cerecinos del Carrizal,41.68334,-5.653087
Zamora,Cernadilla,42.02177,-6.416376
Zamora,Cobreros,42.07391,-6.701635
Zamora,Coomonte,42.11526,-5.813346
Zamora,Coreses,41.54818,-5.622248
Zamora,Corrales,41.35688,-5.728258
Zamora,Cotanes del Monte,41.81778,-5.290119
Zamora,Cubillos,41.57485,-5.739423
Zamora,Cubo de Benavente,42.12366,-6.163151
Zamora,Cubo de Tierra del Vino (El),41.25497,-5.710864
Zamora,Cuelgamures,41.30611,-5.659101
Zamora,Entrala,41.43003,-5.754858
Zamora,Espadañedo,42.11662,-6.394867
Zamora,Faramontanos de Tábara,41.83649,-5.888256
Zamora,Fariza,41.41667,-6.266667
Zamora,Fermoselle,41.31866,-6.39788
Zamora,Ferreras de Abajo,41.89679,-6.078787
Zamora,Ferreras de Arriba,41.89884,-6.195314
Zamora,Ferreruela,41.76718,-6.071509
Zamora,Figueruela de Arriba,41.86859,-6.443063
Zamora,Fonfría,41.63623,-6.137211
Zamora,Fresno de la Polvorosa,42.08349,-5.770079
Zamora,Fresno de la Ribera,41.52824,-5.569556
Zamora,Fresno de Sayago,41.31802,-5.970781
Zamora,Friera de Valverde,41.91359,-5.839627
Zamora,Fuente Encalada,42.11067,-5.996864
Zamora,Fuentelapeña,41.2514,-5.385036
Zamora,Fuentes de Ropel,42.00295,-5.545268
Zamora,Fuentesaúco,41.22937,-5.496713
Zamora,Fuentesecas,41.63063,-5.472446
Zamora,Fuentespreadas,41.32538,-5.629234
Zamora,Galende,42.10423,-6.66264
Zamora,Gallegos del Pan,41.59971,-5.581542
Zamora,Gallegos del Río,41.73461,-6.174462
Zamora,Gamones,41.46791,-6.179503
Zamora,Gema,41.41839,-5.649582
Zamora,Granja de Moreruela,41.81026,-5.738972
Zamora,Granucillo,42.05192,-5.927413
Zamora,Guarrate,41.29083,-5.440093
Zamora,Hermisende,41.96882,-6.896557
Zamora,Hiniesta (La),41.55196,-5.798841
Zamora,Jambrina,41.39359,-5.66548
Zamora,Justel,42.14902,-6.295616
Zamora,Losacino,41.68103,-6.079524
Zamora,Losacio,41.71165,-6.041149
Zamora,Lubián,42.03475,-6.907969
Zamora,Luelmo,41.43972,-6.135349
Zamora,Maderal (El),41.28205,-5.622956
Zamora,Madridanos,41.47917,-5.60492
Zamora,Mahide,41.86884,-6.378888
Zamora,Maire de Castroponce,42.1115,-5.784377
Zamora,Malva,41.65389,-5.488196
Zamora,Manganeses de la Lampreana,41.75029,-5.708719
Zamora,Manganeses de la Polvorosa,42.03474,-5.747342
Zamora,Manzanal de Arriba,41.99262,-6.439965
Zamora,Manzanal de los Infantes,42.05352,-6.381474
Zamora,Manzanal del Barco,41.63563,-5.947888
Zamora,Matilla de Arzón,42.10477,-5.642883
Zamora,Matilla la Seca,41.57957,-5.500398
Zamora,Mayalde,41.25058,-5.799061
Zamora,Melgar de Tera,41.96627,-6.014576
Zamora,Micereces de Tera,41.98883,-5.871043
Zamora,Milles de la Polvorosa,41.92376,-5.73349
Zamora,Molacillos,41.58272,-5.659222
Zamora,Molezuelas de la Carballeda,42.08193,-6.18819
Zamora,Mombuey,42.02358,-6.331174
Zamora,Monfarracinos,41.55409,-5.707613
Zamora,Montamarta,41.64717,-5.803022
Zamora,Moral de Sayago,41.47213,-6.101016
Zamora,Moraleja de Sayago,41.1696,-6.003465
Zamora,Moraleja del Vino,41.46376,-5.656368
Zamora,Morales de Rey,42.06709,-5.787639
Zamora,Morales de Toro,41.53684,-5.30874
Zamora,Morales de Valverde,41.94007,-5.889878
Zamora,Morales del Vino,41.44627,-5.730685
Zamora,Moralina,41.48946,-6.138382
Zamora,Moreruela de los Infanzones,41.63131,-5.707095
Zamora,Moreruela de Tábara,41.79896,-5.871067
Zamora,Muelas de los Caballeros,42.12816,-6.337414
Zamora,Muelas del Pan,41.52235,-5.970935
Zamora,Muga de Sayago,41.38985,-6.200223
Zamora,Navianos de Valverde,41.95367,-5.816779
Zamora,Olmillos de Castro,41.73166,-5.968933
Zamora,Otero de Bodas,41.93908,-6.150916
Zamora,Pajares de la Lampreana,41.71527,-5.693298
Zamora,Palacios de Sanabria,42.05492,-6.527011
Zamora,Palacios del Pan,41.60201,-5.878004
Zamora,Pedralba de la Pradería,42.02699,-6.696118
Zamora,Pego (El),41.33313,-5.469155
Zamora,Peleagonzalo,41.48209,-5.481819
Zamora,Peleas de Abajo,41.39314,-5.690228
Zamora,Peñausende,41.28651,-5.867489
Zamora,Peque,42.07368,-6.275544
Zamora,Perdigón (El),41.41178,-5.75276
Zamora,Pereruela,41.41685,-5.878694
Zamora,Perilla de Castro,41.7263,-5.876451
Zamora,Pías,42.08604,-6.999522
Zamora,Piedrahita de Castro,41.68077,-5.728707
Zamora,Piñero (El),41.35305,-5.588658
Zamora,Pinilla de Toro,41.62759,-5.365041
Zamora,Pino del Oro,41.57572,-6.121059
Zamora,Pobladura de Valderaduey,41.70046,-5.541673
Zamora,Pobladura del Valle,42.10258,-5.734234
Zamora,Porto,42.16727,-6.899445
Zamora,Pozoantiguo,41.59727,-5.437146
Zamora,Pozuelo de Tábara,41.78445,-5.896112
Zamora,Prado,41.9208,-5.419494
Zamora,Puebla de Sanabria,42.05469,-6.633974
Zamora,Pueblica de Valverde,41.91929,-5.898464
Zamora,Quintanilla de Urz,42.0327,-5.849413
Zamora,Quintanilla del Monte,41.86658,-5.350849
Zamora,Quintanilla del Olmo,41.90582,-5.40782
Zamora,Quiruelas de Vidriales,42.01833,-5.829408
Zamora,Rabanales,41.74181,-6.278148
Zamora,Rábano de Aliste,41.74501,-6.433179
Zamora,Requejo,42.03069,-6.742645
Zamora,Revellinos,41.89074,-5.568875
Zamora,Riofrío de Aliste,41.81529,-6.17722
Zamora,Rionegro del Puente,42.0066,-6.227447
Zamora,Roales,42.03042,-5.47572
Zamora,Robleda-Cervantes,42.0836,-6.594377
Zamora,Roelos de Sayago,41.25261,-6.172409
Zamora,Rosinos de la Requejada,42.08427,-6.53371
Zamora,Salce,41.27005,-6.219661
Zamora,Samir de los Caños,41.67188,-6.165546
Zamora,San Agustín del Pozo,41.88549,-5.594348
Zamora,San Cebrián de Castro,41.70518,-5.756526
Zamora,San Cristóbal de Entreviñas,42.04623,-5.63461
Zamora,San Esteban del Molar,41.93728,-5.55192
Zamora,San Justo,42.13504,-6.624657
Zamora,San Martín de Valderaduey,41.81344,-5.473209
Zamora,San Miguel de la Ribera,41.33165,-5.57769
Zamora,San Miguel del Valle,42.0295,-5.497005
Zamora,San Pedro de Ceque,42.043,-6.073693
Zamora,San Pedro de la Nave-Almendra,41.59074,-5.921323
Zamora,San Vicente de la Cabeza,41.8055,-6.252309
Zamora,San Vitero,41.77847,-6.34909
Zamora,Santa Clara de Avedillo,41.33964,-5.676514
Zamora,Santa Colomba de las Monjas,41.95917,-5.686068
Zamora,Santa Cristina de la Polvorosa,42.00021,-5.711788
Zamora,Santa Croya de Tera,41.98606,-5.975424
Zamora,Santa Eufemia del Barco,41.67793,-5.899384
Zamora,Santa María de la Vega,42.08535,-5.809614
Zamora,Santa María de Valverde,41.93522,-5.934296
Zamora,Santibáñez de Tera,41.98735,-5.92204
Zamora,Santibáñez de Vidriales,42.07348,-6.015193
Zamora,Santovenia,41.87843,-5.709144
Zamora,Sanzoles,41.43345,-5.566078
Zamora,Tábara,41.82508,-5.960082
Zamora,Tapioles,41.85743,-5.496512
Zamora,Toro,41.52636,-5.394857
Zamora,Torre del Valle (La),42.09027,-5.722671
Zamora,Torregamones,41.48469,-6.178316
Zamora,Torres del Carrizal,41.61617,-5.670278
